"tweet","avg_perceived","avg_sentiment","viewed_all","poli_affil","is_moderate","co_cross"
4906,6.4545455,5.4166665,23,"right","no","co"
4906,1,2.3333333,23,"left","yes","cross"
4906,6.5714288,4.7142859,23,"right","yes","co"
4907,3,3.625,19,"left","no","cross"
4907,4.5714288,3,19,"right","no","co"
4907,2.75,3.8,19,"left","yes","cross"
4907,5,3.2,19,"right","yes","co"
4908,3.5625,3.4375,23,"left","no","cross"
4908,4.1428571,3.7142856,23,"right","no","co"
4908,4.3333333,4,23,"left","yes","co"
4908,3.5,4,23,"right","yes","cross"
4909,2,2.0833333,25,"left","no","cross"
4909,5,4,25,"right","no","co"
4909,1,1.3333334,25,"left","yes","cross"
4909,4.3333335,3.3333333,25,"right","yes","co"
4912,2.6666665,3.7777777,19,"left","no","cross"
4912,4.5,4.5,19,"right","no","co"
4912,2.8000002,4,19,"left","yes","cross"
4912,4.6666665,4.5999999,19,"right","yes","co"
4913,2.1428571,2.8,25,"left","no","cross"
4913,4.2222223,3.7333333,25,"right","no","co"
4913,2.4000001,2.6666667,25,"left","yes","cross"
4913,3.8,3.25,25,"right","yes","cross"
4915,2.25,3.0833333,22,"left","no","cross"
4915,5,4.0999999,22,"right","no","co"
4915,2.1666665,2.5,22,"left","yes","cross"
4915,5.8333335,4.5,22,"right","yes","co"
4916,1.4444447,2.1111112,17,"left","no","cross"
4916,6.25,4.25,17,"right","no","co"
4916,1.25,2.5,17,"left","yes","cross"
4916,6.5999999,4,17,"right","yes","co"
4917,1.6363635,1.8181819,18,"left","no","cross"
4917,5.7142859,3.2857144,18,"right","no","co"
4917,1.625,1.875,18,"left","yes","cross"
4917,5.6666665,3.3333333,18,"right","yes","co"
4918,2.2307692,2.0769231,21,"left","no","cross"
4918,6,3.625,21,"right","no","co"
4918,2.1666665,2.1666667,21,"left","yes","cross"
4918,6.5,3.5999999,21,"right","yes","co"
4919,2.125,1.75,14,"left","no","cross"
4919,4.5,3.3333333,14,"right","no","co"
4919,2.4000001,2,14,"left","yes","cross"
4919,4.6666665,2.3333333,14,"right","yes","co"
4921,1.25,1.75,23,"left","no","cross"
4921,5.8000002,4.8666668,23,"right","no","co"
4921,1.1999998,2,23,"left","yes","cross"
4921,6.3333335,4.5,23,"right","yes","co"
4922,2.5999999,3.5,19,"left","no","cross"
4922,3.9000001,3.1818182,19,"right","no","cross"
4922,3,3.25,19,"left","yes","cross"
4922,3.8,3.1666667,19,"right","yes","cross"
4923,1.5714288,1.5714285,20,"left","no","cross"
4923,5,4.0769229,20,"right","no","co"
4923,1,1,20,"left","yes","cross"
4923,4.5714288,3.625,20,"right","yes","co"
4924,3.8000002,4.5833335,22,"left","no","cross"
4924,5.4444447,5.4000001,22,"right","no","co"
4924,3.5714288,4.375,22,"left","yes","cross"
4924,7,5.5,22,"right","yes","co"
4926,2.125,2.25,20,"left","no","cross"
4926,5.5833335,3.4166667,20,"right","no","co"
4926,3,2.75,20,"left","yes","cross"
4926,5.875,3.375,20,"right","yes","co"
4927,1.7142859,2.4285715,16,"left","no","cross"
4927,5.8888888,5,16,"right","no","co"
4927,1,1.3333334,16,"left","yes","cross"
4927,5.5,5,16,"right","yes","co"
4928,3.25,3.8888888,20,"left","no","cross"
4928,4.5,2.909091,20,"right","no","co"
4928,3,4.3333335,20,"left","yes","cross"
4928,3.6666667,4.3333335,20,"right","yes","cross"
4929,1.818182,1.8181819,24,"left","no","cross"
4929,6.3846154,5.3076925,24,"right","no","co"
4929,2.4000001,2.2,24,"left","yes","cross"
4929,6.5,5.8333335,24,"right","yes","co"
4930,3.1428571,2.8571429,20,"left","no","cross"
4930,5.0833335,4.7692308,20,"right","no","co"
4930,3,2.8,20,"left","yes","cross"
4930,5.5,4.5,20,"right","yes","co"
4933,1.6923075,2.1538463,28,"left","no","cross"
4933,5.0714288,4,28,"right","no","co"
4933,2.25,2.5,28,"left","yes","cross"
4933,5.2222223,3.6666667,28,"right","yes","co"
4934,1.375,1.625,19,"left","no","cross"
4934,5.6363635,5,19,"right","no","co"
4934,1.4000001,1.8,19,"left","yes","cross"
4934,5.5999999,4.5999999,19,"right","yes","co"
4935,1.909091,1.8181819,19,"left","no","cross"
4935,5.875,4.5,19,"right","no","co"
4935,2,1.3333334,19,"left","yes","cross"
4935,5.8000002,4.1999998,19,"right","yes","co"
4936,1.7142859,2.375,17,"left","no","cross"
4936,5.6666665,5.1111112,17,"right","no","co"
4936,1.75,2.5999999,17,"left","yes","cross"
4936,5.4285712,5,17,"right","yes","co"
4937,2.181818,2.8181818,21,"left","no","cross"
4937,5.9000001,4.3000002,21,"right","no","co"
4937,1.75,2.5,21,"left","yes","cross"
4937,5.8333335,4.5,21,"right","yes","co"
4938,2.625,3.5,17,"left","no","cross"
4938,4.25,3.1111112,17,"right","no","co"
4938,3.1999998,4,17,"left","yes","cross"
4938,3.75,3.25,17,"right","yes","cross"
4940,2.2857141,2.5714285,13,"left","no","cross"
4940,5,4.1666665,13,"right","no","co"
4940,2,2.2,13,"left","yes","cross"
4940,5.6666665,4.3333335,13,"right","yes","co"
4941,1.818182,2.4545455,23,"left","no","cross"
4941,5.5833335,4.5833335,23,"right","no","co"
4941,2.1428571,2.7142856,23,"left","yes","cross"
4941,6,4,23,"right","yes","co"
4942,2.6666665,2.7777777,22,"left","no","cross"
4942,4.3846154,4,22,"right","no","co"
4942,2.75,2.75,22,"left","yes","cross"
4942,5.25,4.25,22,"right","yes","co"
4943,1.1111112,1.7777778,20,"left","no","cross"
4943,5.7272725,5.5454545,20,"right","no","co"
4943,1.1428571,1.8571428,20,"left","yes","cross"
4943,5.25,5.25,20,"right","yes","co"
4944,2.25,2.75,16,"left","no","cross"
4944,6.1428571,2.875,16,"right","no","co"
4944,2.6666665,4.3333335,16,"left","yes","cross"
4944,6.25,2.4000001,16,"right","yes","co"
4945,1.1111112,2.2222223,19,"left","no","cross"
4945,5.5999999,4.5,19,"right","no","co"
4945,1.3333335,3,19,"left","yes","cross"
4945,5.1999998,3.2,19,"right","yes","co"
4946,1.625,2,17,"left","no","cross"
4946,5.1666665,3.7142856,17,"right","no","co"
4946,2.3333335,2.5,17,"left","yes","cross"
4946,4.6666665,2.3333333,17,"right","yes","co"
4947,2,2.5,20,"left","no","cross"
4947,5.6363635,4.8333335,20,"right","no","co"
4947,2.25,3.25,20,"left","yes","cross"
4947,5,4.7142859,20,"right","yes","co"
4948,2,2,21,"left","no","cross"
4948,5.8461537,4.3846154,21,"right","no","co"
4948,1.5999999,2.2,21,"left","yes","cross"
4948,5.7142859,4,21,"right","yes","co"
4949,3.75,3.7333333,23,"left","no","cross"
4949,4.7142859,3.875,23,"right","no","co"
4949,3.4285712,3.625,23,"left","yes","cross"
4949,3.5,3,23,"right","yes","cross"
4951,2.25,2.125,19,"left","no","cross"
4951,4.1999998,3.909091,19,"right","no","co"
4951,2.1999998,1.8,19,"left","yes","cross"
4951,4.4000001,4,19,"right","yes","co"
4953,2.625,2.75,23,"left","no","cross"
4953,5.2857141,4.5333333,23,"right","no","co"
4953,1.5,3,23,"left","yes","cross"
4953,4.625,4,23,"right","yes","co"
4954,3.6999998,4.3846154,25,"left","no","cross"
4954,4.8000002,5,25,"right","no","co"
4954,3.8000002,4.3333335,25,"left","yes","cross"
4954,4.25,4,25,"right","yes","co"
4956,3,1.8333334,15,"left","no","cross"
4956,4.1111112,3.5555556,15,"right","no","co"
4956,2.75,1.5,15,"left","yes","cross"
4956,3.8333333,4,15,"right","yes","cross"
4957,1.4545455,2.3636363,20,"left","no","cross"
4957,6.1111112,2.8888888,20,"right","no","co"
4957,1.1666665,2.3333333,20,"left","yes","cross"
4957,6.5,2.8333333,20,"right","yes","co"
4958,2.4000001,2.0999999,23,"left","no","cross"
4958,5.0769229,4.6153846,23,"right","no","co"
4958,3.5999999,2.8,23,"left","yes","cross"
4958,4.5,4.5,23,"right","yes","co"
4959,1.4000001,2.4000001,20,"left","no","cross"
4959,5.8888888,6.0999999,20,"right","no","co"
4959,1.4000001,2.4000001,20,"left","yes","cross"
4959,6,6,20,"right","yes","co"
4960,1.5,1.7,21,"left","no","cross"
4960,5.818182,4.4545455,21,"right","no","co"
4960,1.6666665,2,21,"left","yes","cross"
4960,6.1666665,4.5,21,"right","yes","co"
4961,2.818182,2.4545455,23,"left","no","cross"
4961,4.6666665,4,23,"right","no","co"
4961,3.4000001,3,23,"left","yes","cross"
4961,3.25,2.5,23,"right","yes","cross"
4962,2.8888888,2.5,18,"left","no","cross"
4962,3.875,3.875,18,"right","no","cross"
4962,2.3333335,2.3333333,18,"left","yes","cross"
4962,3,3.25,18,"right","yes","cross"
4964,1.9000001,2.5999999,16,"left","no","cross"
4964,6,3.5,16,"right","no","co"
4964,1.6666665,2,16,"left","yes","cross"
4964,6,2.6666667,16,"right","yes","co"
4965,1.3636365,1.6363636,27,"left","no","cross"
4965,5.8125,3.75,27,"right","no","co"
4965,1.5,2,27,"left","yes","cross"
4965,5.4444447,3.1111112,27,"right","yes","co"
4967,4.375,4.625,17,"left","no","co"
4967,3.6666667,3.4444444,17,"right","no","cross"
4967,4.5999999,4.8000002,17,"left","yes","co"
4967,3.6666667,3,17,"right","yes","cross"
4968,1.625,2.75,23,"left","no","cross"
4968,6,5.5714288,23,"right","no","co"
4968,1.7142859,3,23,"left","yes","cross"
4968,6.25,5.25,23,"right","yes","co"
4969,3.3076925,3.4615386,24,"left","no","cross"
4969,4.909091,3.8181818,24,"right","no","co"
4969,3.5,3.5999999,24,"left","yes","cross"
4969,4.75,3.5,24,"right","yes","co"
4971,1.8333335,2,15,"left","no","cross"
4971,4.2222223,4.1111112,15,"right","no","co"
4971,2.3333335,2.6666667,15,"left","yes","cross"
4971,3.8571429,3.5714285,15,"right","yes","cross"
4972,2,2.7,20,"left","no","cross"
4972,5.4000001,3.7,20,"right","no","co"
4972,2.1428571,2.8571429,20,"left","yes","cross"
4972,5.75,4,20,"right","yes","co"
4973,3.6666665,4.0666666,26,"left","no","cross"
4973,5.6666665,4.181818,26,"right","no","co"
4973,3.5,4.1428571,26,"left","yes","cross"
4973,7,4.5,26,"right","yes","co"
4974,2.5999999,3,22,"left","no","cross"
4974,5.5,5,22,"right","no","co"
4974,2.8000002,3.4000001,22,"left","yes","cross"
4974,5.6666665,4.6666665,22,"right","yes","co"
4976,2.2857141,3.2727273,17,"left","no","cross"
4976,6,5.6666665,17,"right","no","co"
4976,2,3.4285715,17,"left","yes","cross"
4976,6,5.25,17,"right","yes","co"
4977,2.0769229,2.6666667,21,"left","no","cross"
4977,4.4000001,3.5,21,"right","no","co"
4977,2.4000001,3.1428571,21,"left","yes","cross"
4977,4.5,3.3333333,21,"right","yes","co"
4978,2.8888888,1.7777778,24,"left","no","cross"
4978,4.8000002,3,24,"right","no","co"
4978,2.6666665,1.3333334,24,"left","yes","cross"
4978,5.3333335,2.6666667,24,"right","yes","co"
4980,1.25,1.75,16,"left","no","cross"
4980,6,5,16,"right","no","co"
4980,1.5,2.5,16,"left","yes","cross"
4980,6,5.1999998,16,"right","yes","co"
4981,2.818182,2.6363637,18,"left","no","cross"
4981,5.5714288,3.4285715,18,"right","no","co"
4981,2.6666665,2.6666667,18,"left","yes","cross"
4981,4.5,2.75,18,"right","yes","co"
4982,1.25,1.625,20,"left","no","cross"
4982,6.5833335,4.25,20,"right","no","co"
4982,1,1.6666666,20,"left","yes","cross"
4982,6.75,2.75,20,"right","yes","co"
4984,4.1666667,4.2857141,16,"left","no","co"
4984,4.4285712,5.1111112,16,"right","no","co"
4984,5,4.6666665,16,"left","yes","co"
4984,4.5,5.1666665,16,"right","yes","co"
4986,2.4285712,1.8571428,26,"left","no","cross"
4986,5.5833335,4.6666665,26,"right","no","co"
4986,2.4545455,1.7272727,26,"left","yes","cross"
4986,5.5,4.5,26,"right","yes","co"
4987,1.8571429,2.2857144,19,"left","no","cross"
4987,5.6666665,4.25,19,"right","no","co"
4987,2,2.6666667,19,"left","yes","cross"
4987,5.8000002,4.1999998,19,"right","yes","co"
4988,1.5,1.6,20,"left","no","cross"
4988,5.3333335,3.9000001,20,"right","no","co"
4988,1.3333335,2.3333333,20,"left","yes","cross"
4988,5.1999998,3.8,20,"right","yes","co"
4989,2.7142859,3.3636363,23,"left","no","cross"
4989,5.2857141,3.9166667,23,"right","no","co"
4989,3.25,3.8333333,23,"left","yes","cross"
4989,5,3.4000001,23,"right","yes","co"
4990,1.6363635,1.7272727,20,"left","no","cross"
4990,6.1111112,5,20,"right","no","co"
4990,1.4000001,1.4,20,"left","yes","cross"
4990,6.3333335,4.8333335,20,"right","yes","co"
4991,2.5555553,2.2222223,20,"left","no","cross"
4991,6.090909,4.6363635,20,"right","no","co"
4991,1.6666665,1,20,"left","yes","cross"
4991,6.5,5,20,"right","yes","co"
4993,3.3333335,4.7058825,26,"left","no","cross"
4993,5.1999998,4.6666665,26,"right","no","co"
4993,3.75,4.8461537,26,"left","yes","cross"
4993,5,4.8000002,26,"right","yes","co"
4996,1.7142859,2.8888888,18,"left","no","cross"
4996,4.8333335,4.2222223,18,"right","no","co"
4996,1.75,3.3333333,18,"left","yes","cross"
4996,5,3.8,18,"right","yes","co"
4997,1.5454545,1.4545455,23,"left","no","cross"
4997,5.4166665,3.75,23,"right","no","co"
4997,2.5,1.5,23,"left","yes","cross"
4997,4.7142859,3.1428571,23,"right","yes","co"
4998,1.7857141,1.4285715,24,"left","no","cross"
4998,6.5,5.1999998,24,"right","no","co"
4998,2.1999998,1,24,"left","yes","cross"
4998,6.3333335,4.8333335,24,"right","yes","co"
4999,3,3.8,21,"left","no","cross"
4999,4.3333335,3.8333333,21,"right","no","co"
4999,3,3.8333333,21,"left","yes","cross"
4999,5,3.3333333,21,"right","yes","co"
5001,3.8888888,4.6999998,21,"left","no","cross"
5001,4.2222223,4.818182,21,"right","no","co"
5001,3.8333335,4.2857141,21,"left","yes","cross"
5001,4.3333335,5,21,"right","yes","co"
5002,2.0714288,1.7142857,21,"left","no","cross"
5002,6.5714288,5.2857141,21,"right","no","co"
5002,1.25,1.125,21,"left","yes","cross"
5002,6.6666665,4.6666665,21,"right","yes","co"
5003,1.5454545,1.6363636,22,"left","no","cross"
5003,5.909091,5.090909,22,"right","no","co"
5003,1.5714288,2,22,"left","yes","cross"
5003,5.8000002,3.2,22,"right","yes","co"
5004,2.1538463,2.0769231,22,"left","no","cross"
5004,4.2222223,3.3333333,22,"right","no","co"
5004,1.5714288,1.4285715,22,"left","yes","cross"
5004,3.25,2.75,22,"right","yes","cross"
5005,2.75,2.4166667,21,"left","no","cross"
5005,5.75,4.6666665,21,"right","no","co"
5005,2.75,3.25,21,"left","yes","cross"
5005,5.5714288,4.8571429,21,"right","yes","co"
5006,2.9285712,2.2857144,20,"left","no","cross"
5006,5.3333335,4.6666665,20,"right","no","co"
5006,4.2857144,2.7142856,20,"left","yes","co"
5006,6.25,5.25,20,"right","yes","co"
5007,1.75,2.5,24,"left","no","cross"
5007,5.8333335,4.75,24,"right","no","co"
5007,1.4000001,3,24,"left","yes","cross"
5007,6,4,24,"right","yes","co"
5009,3.1428571,3.4285715,19,"left","no","cross"
5009,4.909091,4.5833335,19,"right","no","co"
5009,3.6666665,4.3333335,19,"left","yes","cross"
5009,4.3333335,4,19,"right","yes","co"
5010,1.6666665,1.8333334,15,"left","no","cross"
5010,6.1111112,4.1111112,15,"right","no","co"
5010,2,2.3333333,15,"left","yes","cross"
5010,6.3333335,4.6666665,15,"right","yes","co"
5011,1.6428571,2.3333333,22,"left","no","cross"
5011,6.5714288,4.4285712,22,"right","no","co"
5011,1.875,2.6666667,22,"left","yes","cross"
5011,6.75,3,22,"right","yes","co"
5012,1.818182,1.7272727,18,"left","no","cross"
5012,6.2857141,4.1428571,18,"right","no","co"
5012,1.6666665,1.6666666,18,"left","yes","cross"
5012,6.4000001,4.1999998,18,"right","yes","co"
5014,1.4166665,1.4166666,25,"left","no","cross"
5014,5.9230771,5.2307692,25,"right","no","co"
5014,1.5,1.6666666,25,"left","yes","cross"
5014,6,5.1999998,25,"right","yes","co"
5015,2.375,2.625,22,"left","no","cross"
5015,5.7142859,4.7142859,22,"right","no","co"
5015,3,3.5,22,"left","yes","cross"
5015,6,4.4285712,22,"right","yes","co"
5016,4.2222223,4.2222223,20,"left","no","co"
5016,4.8000002,3.909091,20,"right","no","co"
5016,5,4.5,20,"left","yes","co"
5016,4.6666665,3,20,"right","yes","co"
5017,4.2666667,4.9333334,26,"left","no","co"
5017,3.8,4.2727275,26,"right","no","cross"
5017,4.2,4.9000001,26,"left","yes","co"
5017,3.8,4.8333335,26,"right","yes","cross"
5018,1.2222223,1.3333334,22,"left","no","cross"
5018,5.0833335,3.6153846,22,"right","no","co"
5018,1,1.25,22,"left","yes","cross"
5018,5,2.75,22,"right","yes","co"
5019,2.2222223,2.7777777,21,"left","no","cross"
5019,5.1666665,4.1666665,21,"right","no","co"
5019,2,2.8333333,21,"left","yes","cross"
5019,5.2222223,4.3333335,21,"right","yes","co"
5020,2.6666665,2.7272727,21,"left","no","cross"
5020,5.1428571,4.5,21,"right","no","co"
5020,2.5,2.5,21,"left","yes","cross"
5020,5.5,5,21,"right","yes","co"
5021,2.1999998,2.3,18,"left","no","cross"
5021,6.25,4.5,18,"right","no","co"
5021,2.8333335,2.5,18,"left","yes","cross"
5021,6.3333335,3.6666667,18,"right","yes","co"
5022,2.4545455,2.8181818,24,"left","no","cross"
5022,5.8461537,5.3076925,24,"right","no","co"
5022,2.1428571,2.7142856,24,"left","yes","cross"
5022,5.5714288,4.7142859,24,"right","yes","co"
5023,1.5454545,1.8181819,21,"left","no","cross"
5023,6,4.5999999,21,"right","no","co"
5023,1.4285712,1.2857143,21,"left","yes","cross"
5023,6,6,21,"right","yes","co"
5024,3.8571429,4.5714288,14,"left","no","cross"
5024,4.3333335,3.5714285,14,"right","no","co"
5024,4.25,5.25,14,"left","yes","co"
5024,4.6666665,3,14,"right","yes","co"
5025,1.6666665,2.3333333,20,"left","no","cross"
5025,4.9285712,3.8571429,20,"right","no","co"
5025,2,3.6666667,20,"left","yes","cross"
5025,5.8333335,4.3333335,20,"right","yes","co"
5026,2.5,2.8,19,"left","no","cross"
5026,4.2222223,4.4444447,19,"right","no","co"
5026,2.8000002,3.2,19,"left","yes","cross"
5026,2.3333333,2.6666667,19,"right","yes","cross"
5027,3.818182,4,22,"left","no","cross"
5027,3.4000001,3,22,"right","no","cross"
5027,3.7142859,3.7142856,22,"left","yes","cross"
5027,3.8333333,3,22,"right","yes","cross"
5029,1.818182,2.75,21,"left","no","cross"
5029,5.3333335,4.2222223,21,"right","no","co"
5029,2,3.1428571,21,"left","yes","cross"
5029,4.6666665,2.6666667,21,"right","yes","co"
5030,2.25,2.75,19,"left","no","cross"
5030,5.2857141,5.1428571,19,"right","no","co"
5030,2.5714288,2.8571429,19,"left","yes","cross"
5030,5.5,4.75,19,"right","yes","co"
5032,1.6999998,2.8,18,"left","no","cross"
5032,6.5,5.875,18,"right","no","co"
5032,1.3333335,2.6666667,18,"left","yes","cross"
5032,6,6,18,"right","yes","co"
5034,1.5,1.1666666,17,"left","no","cross"
5034,6.4545455,5.5454545,17,"right","no","co"
5034,1.6666665,1.3333334,17,"left","yes","cross"
5034,6.6666665,5.3333335,17,"right","yes","co"
5035,3.875,4.1111112,22,"left","no","cross"
5035,4.7692308,4.2307692,22,"right","no","co"
5035,4.3333333,4,22,"left","yes","co"
5035,4.75,4,22,"right","yes","co"
5036,1,3.7777777,19,"left","no","cross"
5036,4.8333335,3.7,19,"right","no","co"
5036,1,3.3333333,19,"left","yes","cross"
5036,4.5,3.2,19,"right","yes","co"
5038,2.8571429,2.75,19,"left","no","cross"
5038,4.7272725,4.818182,19,"right","no","co"
5038,2.6666665,3.75,19,"left","yes","cross"
5038,4.8571429,4.5714288,19,"right","yes","co"
5039,1.8461537,1.9230769,21,"left","no","cross"
5039,5.7142859,5.5,21,"right","no","co"
5039,1.5,2,21,"left","yes","cross"
5039,6,5.3333335,21,"right","yes","co"
5041,1.7692308,2,20,"left","no","cross"
5041,5.7142859,4.5714288,20,"right","no","co"
5041,1.8888888,2.3333333,20,"left","yes","cross"
5041,5.3333335,4.3333335,20,"right","yes","co"
5042,1.4166665,2.3333333,20,"left","no","cross"
5042,6,5.25,20,"right","no","co"
5042,1.1999998,2.4000001,20,"left","yes","cross"
5042,6,5,20,"right","yes","co"
5043,1.8888888,1.5555556,24,"left","no","cross"
5043,5.4000001,5.0666666,24,"right","no","co"
5043,1.5,1.5,24,"left","yes","cross"
5043,5.3333335,5.4444447,24,"right","yes","co"
5044,1.3636365,2.3636363,17,"left","no","cross"
5044,6,5.6666665,17,"right","no","co"
5044,1.5,2.5,17,"left","yes","cross"
5044,5.3333335,6,17,"right","yes","co"
5045,2.4285712,2.8571429,17,"left","no","cross"
5045,6,5.4000001,17,"right","no","co"
5045,2.1999998,2.5999999,17,"left","yes","cross"
5045,5.1999998,4.5999999,17,"right","yes","co"
5046,4.7058823,4.1176472,26,"left","no","co"
5046,2.625,3.1111112,26,"right","no","cross"
5046,4.5555556,4,26,"left","yes","co"
5046,2.2,3.3333333,26,"right","yes","cross"
5047,2.4285712,2.5714285,23,"left","no","cross"
5047,5.5714288,5.1111112,23,"right","no","co"
5047,2.7777777,2.6666667,23,"left","yes","cross"
5047,6.25,6,23,"right","yes","co"
5048,2.5,1.9,21,"left","no","cross"
5048,6,4.090909,21,"right","no","co"
5048,2.1666665,1.6666666,21,"left","yes","cross"
5048,6.25,3.75,21,"right","yes","co"
5049,1.5714288,2.4285715,21,"left","no","cross"
5049,6.0714288,4.4285712,21,"right","no","co"
5049,1.25,2.5,21,"left","yes","cross"
5049,6.3333335,4.1666665,21,"right","yes","co"
5050,1.3636365,1.5454545,20,"left","no","cross"
5050,6.2222223,4.6666665,20,"right","no","co"
5050,1.1666665,1.3333334,20,"left","yes","cross"
5050,6.6666665,3.6666667,20,"right","yes","co"
5051,3.3333335,3.3333333,21,"left","no","cross"
5051,4.5,4.75,21,"right","no","co"
5051,3,3,21,"left","yes","cross"
5051,5.3333335,4.6666665,21,"right","yes","co"
5052,2.2857141,2.1428571,16,"left","no","cross"
5052,4.8888888,3.8888888,16,"right","no","co"
5052,2,2.6666667,16,"left","yes","cross"
5052,5.5999999,3.4000001,16,"right","yes","co"
5053,2.6363635,3.2727273,19,"left","no","cross"
5053,4.25,4.875,19,"right","no","co"
5053,3.3333335,4.3333335,19,"left","yes","cross"
