"tweet","avg_perceived","avg_sentiment","viewed_all","poli_affil","is_moderate","co_cross"
902,5.6666665,5.1428571,23,"right","yes","co"
904,4.75,4,19,"left","no","co"
904,2,2.4285715,19,"right","no","cross"
904,4.5,4.5,19,"left","yes","co"
904,1.3333334,1.3333334,19,"right","yes","cross"
905,3.25,4.6666665,32,"left","no","cross"
905,4.5,5.8571429,32,"right","no","co"
905,3,5,32,"left","yes","cross"
905,4.5,6.1111112,32,"right","yes","co"
908,5.5555556,4.1111112,21,"left","no","co"
908,2.8333333,2.25,21,"right","no","cross"
908,5.5,4,21,"left","yes","co"
908,2.1666667,2,21,"right","yes","cross"
910,5,3.5999999,19,"left","no","co"
910,4.8000002,4.5555553,19,"right","no","co"
910,5,4,19,"left","yes","co"
910,4.5,4.4000001,19,"right","yes","co"
911,5.75,5,28,"left","no","co"
911,2.5,2.75,28,"right","no","cross"
911,5.75,5.75,28,"left","yes","co"
911,2,2.3333333,28,"right","yes","cross"
915,5.3636363,2.7272727,24,"left","no","co"
915,1.9230769,1.7692307,24,"right","no","cross"
915,5.25,2.25,24,"left","yes","co"
915,2.5,2,24,"right","yes","cross"
916,5.75,5.5,20,"left","no","co"
916,3.3333333,3.9166667,20,"right","no","cross"
916,6.25,5.5,20,"left","yes","co"
916,3.8571429,4.2857141,20,"right","yes","cross"
917,2.5,5.0666666,26,"left","no","cross"
917,3.75,5.2727275,26,"right","no","cross"
917,1,5.125,26,"left","yes","cross"
917,3.6666667,5.7142859,26,"right","yes","cross"
918,5.5333333,5.7333331,25,"left","no","co"
918,2.5999999,2.9000001,25,"right","no","cross"
918,6.1111112,6.1111112,25,"left","yes","co"
918,2.6666667,2.6666667,25,"right","yes","cross"
920,5.5714285,4.6428571,24,"left","no","co"
920,2.5,2.5,24,"right","no","cross"
920,5.4444444,4.5555553,24,"left","yes","co"
920,2.3333333,2.6666667,24,"right","yes","cross"
921,4.1111112,3.8,20,"left","no","co"
921,3.3,3.2,20,"right","no","cross"
921,4.75,4,20,"left","yes","co"
921,2.75,3,20,"right","yes","cross"
922,3.909091,3.75,19,"left","no","cross"
922,4.6666665,3.7142856,19,"right","no","co"
922,2,3.4000001,19,"left","yes","cross"
922,4.5,4,19,"right","yes","co"
923,5.3,5.3000002,23,"left","no","co"
923,2.3846154,2.6153846,23,"right","no","cross"
923,5,5.75,23,"left","yes","co"
923,2.7142856,3.2857144,23,"right","yes","cross"
924,2.8333335,2.6923077,23,"left","no","cross"
924,5.5,4.4000001,23,"right","no","co"
924,2.8000002,3,23,"left","yes","cross"
924,5.25,4.1999998,23,"right","yes","co"
925,5,4.625,18,"left","no","co"
925,4.125,4,18,"right","no","co"
925,5.25,4.75,18,"left","yes","co"
925,3,3,18,"right","yes","cross"
927,2.75,3.9230769,24,"left","no","cross"
927,4.8000002,4.181818,24,"right","no","co"
927,3.3333335,3.8,24,"left","yes","cross"
927,4.6666665,4,24,"right","yes","co"
929,4.3333333,3.9000001,21,"left","no","co"
929,4.25,3.7272727,21,"right","no","co"
929,4.3333333,3.8571429,21,"left","yes","co"
929,4.3333335,3.6666667,21,"right","yes","co"
930,4.1666667,4,17,"left","no","co"
930,3.4000001,3.9000001,17,"right","no","cross"
930,4.6666667,4,17,"left","yes","co"
930,3.1666667,3.8333333,17,"right","yes","cross"
931,5.4000001,3.5,18,"left","no","co"
931,3.625,3.25,18,"right","no","cross"
931,5.5999999,4,18,"left","yes","co"
931,3.3333333,3.6666667,18,"right","yes","cross"
932,5.8333333,6.3333335,11,"left","no","co"
932,1.5,2.8,11,"right","no","cross"
932,5.6666667,5.6666665,11,"left","yes","co"
932,1,3.5,11,"right","yes","cross"
935,3.5,3.7142856,17,"left","no","cross"
935,3.75,4.0999999,17,"right","no","cross"
935,3.25,3.5,17,"left","yes","cross"
935,3.5,4.2857141,17,"right","yes","cross"
939,3.5999999,3.9000001,18,"left","no","cross"
939,3.2857144,3.25,18,"right","no","cross"
939,3.5714288,3.5714285,18,"left","yes","cross"
939,3.25,2.25,18,"right","yes","cross"
940,5.2857144,4.625,19,"left","no","co"
940,3,3,19,"right","no","cross"
940,5,4.4000001,19,"left","yes","co"
940,3.2,3.5,19,"right","yes","cross"
941,4.0999999,4,19,"left","no","co"
941,4.4444447,4.7777777,19,"right","no","co"
941,3,4,19,"left","yes","cross"
941,4.5,4.75,19,"right","yes","co"
942,4.4444444,4.6666665,16,"left","no","co"
942,4.5714288,4.1428571,16,"right","no","co"
942,3.8333335,3.8333333,16,"left","yes","cross"
942,3.6666667,4,16,"right","yes","cross"
943,5.2857144,5.2142859,20,"left","no","co"
943,3.5,3.3333333,20,"right","no","cross"
943,5.1428571,4.8571429,20,"left","yes","co"
943,2.5,2.5,20,"right","yes","cross"
944,5.8333333,4.2777777,27,"left","no","co"
944,2.8888888,2.6666667,27,"right","no","cross"
944,5.9166667,4.25,27,"left","yes","co"
944,2.3333333,1.6666666,27,"right","yes","cross"
945,5.3333333,4.8888888,21,"left","no","co"
945,2.25,2.9166667,21,"right","no","cross"
945,5.5,5,21,"left","yes","co"
945,2.4000001,2.8,21,"right","yes","cross"
946,5.75,6,18,"left","no","co"
946,2.5999999,2.7,18,"right","no","cross"
946,6.6666666,6.6666665,18,"left","yes","co"
946,2.75,3.25,18,"right","yes","cross"
948,6,4.375,22,"left","no","co"
948,4.1999998,4.2142859,22,"right","no","co"
948,6,4.8000002,22,"left","yes","co"
948,3.75,4.2222223,22,"right","yes","cross"
951,3.625,3.7777777,17,"left","no","cross"
951,4.1999998,3.75,17,"right","no","co"
951,3.5999999,3.6666667,17,"left","yes","cross"
951,4.3333335,4,17,"right","yes","co"
952,5.3636363,4.909091,18,"left","no","co"
952,2.8,3.5714285,18,"right","no","cross"
952,5.25,4.75,18,"left","yes","co"
952,2,5.3333335,18,"right","yes","cross"
954,5.4285715,5.2857141,14,"left","no","co"
954,1.1428572,1.8571428,14,"right","no","cross"
954,5,4,14,"left","yes","co"
954,1,2.25,14,"right","yes","cross"
956,4.375,4,21,"left","no","co"
956,4.4000001,4.5833335,21,"right","no","co"
956,4.5,4.75,21,"left","yes","co"
956,4.1999998,4.4285712,21,"right","yes","co"
957,4.1428571,3.5714285,17,"left","no","co"
957,3.8888888,3.9000001,17,"right","no","cross"
957,4.25,4,17,"left","yes","co"
957,3.4000001,3.2,17,"right","yes","cross"
958,4.9411764,5.5555553,24,"left","no","co"
958,3.5,4.5,24,"right","no","cross"
958,4.5,5.3000002,24,"left","yes","co"
958,3.6666667,5,24,"right","yes","cross"
960,5.1111112,4,17,"left","no","co"
960,3.25,3,17,"right","no","cross"
960,5.3333333,3.8333333,17,"left","yes","co"
960,3.2,2.8,17,"right","yes","cross"
962,5.6363637,2.5454545,21,"left","no","co"
962,2.2,2.3,21,"right","no","cross"
962,5.1428571,2.2857144,21,"left","yes","co"
962,2,3.25,21,"right","yes","cross"
963,5.625,4.625,19,"left","no","co"
963,1.4545455,1.7272727,19,"right","no","cross"
963,6.6666666,2.3333333,19,"left","yes","co"
963,1,1.25,19,"right","yes","cross"
967,2.2941175,1.7647059,26,"left","no","cross"
967,4.6666665,3.7777777,26,"right","no","co"
967,3.2222223,2.3333333,26,"left","yes","cross"
967,4.25,3.75,26,"right","yes","co"
968,5.75,4.625,20,"left","no","co"
968,2.25,1.6666666,20,"right","no","cross"
968,6.3333334,4,20,"left","yes","co"
968,3.1428571,2.1428571,20,"right","yes","cross"
969,4.5999999,4.625,18,"left","no","co"
969,2.3333333,2.2,18,"right","no","cross"
969,4.3333333,3,18,"left","yes","co"
969,2.3333333,2.5,18,"right","yes","cross"
970,5,5.625,19,"left","no","co"
970,2.8181818,3.1818182,19,"right","no","cross"
970,5,5.4000001,19,"left","yes","co"
970,3,3.4000001,19,"right","yes","cross"
974,6.0909091,3.5454545,22,"left","no","co"
974,1.4545455,1.9090909,22,"right","no","cross"
974,5.4000001,3.4000001,22,"left","yes","co"
974,1.5,1.5,22,"right","yes","cross"
976,3.8000002,3.6666667,14,"left","no","cross"
976,4.5999999,3,14,"right","no","co"
976,3.5,3.6666667,14,"left","yes","cross"
976,3.5,3.5,14,"right","yes","cross"
977,5.1818182,3.6363637,18,"left","no","co"
977,4.2857141,2.7142856,18,"right","no","co"
977,5.2857144,3.5714285,18,"left","yes","co"
977,5,2.5,18,"right","yes","co"
981,5.5999999,5.3333335,26,"left","no","co"
981,1.7272727,1.6363636,26,"right","no","cross"
981,5,5.5714288,26,"left","yes","co"
981,2.5,1.75,26,"right","yes","cross"
982,6.2,5.6999998,22,"left","no","co"
982,2.1666667,2.4166667,22,"right","no","cross"
982,6.2,5,22,"left","yes","co"
982,2,2.3333333,22,"right","yes","cross"
984,4.5833333,4.2857141,21,"left","no","co"
984,3.4000001,3.4285715,21,"right","no","cross"
984,4.8333333,4.7142859,21,"left","yes","co"
984,3.5,3,21,"right","yes","cross"
985,6,4.1428571,14,"left","no","co"
985,2.1666667,1.8571428,14,"right","no","cross"
985,6,4.3333335,14,"left","yes","co"
985,2.3333333,2.25,14,"right","yes","cross"
986,4.75,3.7272727,20,"left","no","co"
986,4.4285712,3.6666667,20,"right","no","co"
986,7,4.4000001,20,"left","yes","co"
986,3.5,3,20,"right","yes","cross"
988,5.2,5.2857141,18,"left","no","co"
988,3.5999999,3.8181818,18,"right","no","cross"
988,5,4.3333335,18,"left","yes","co"
988,3.3333333,3.8571429,18,"right","yes","cross"
989,5.5999999,5.3000002,18,"left","no","co"
989,1.625,1.625,18,"right","no","cross"
989,5.4000001,5.4000001,18,"left","yes","co"
989,1.6666666,1.6666666,18,"right","yes","cross"
991,5.2222223,4.4444447,17,"left","no","co"
991,1.625,1.75,17,"right","no","cross"
991,5.8,4.8000002,17,"left","yes","co"
991,1,1.3333334,17,"right","yes","cross"
992,4.5,4.5999999,19,"left","no","co"
992,4.5,3.7777777,19,"right","no","co"
992,6,4.8000002,19,"left","yes","co"
992,4.6666665,4,19,"right","yes","co"
994,5.1666667,3.25,23,"left","no","co"
994,1.8888888,1.5454545,23,"right","no","cross"
994,6.3333334,3.1666667,23,"left","yes","co"
994,1.2,1.4,23,"right","yes","cross"
999,5.625,5,18,"left","no","co"
999,2.0999999,1.9,18,"right","no","cross"
999,5.4000001,4.8000002,18,"left","yes","co"
999,2,2,18,"right","yes","cross"
1000,5.7,5.5,14,"left","no","co"
1000,1.5,2.75,14,"right","no","cross"
1000,5.7142856,5.4285712,14,"left","yes","co"
1000,1,3.5,14,"right","yes","cross"
1002,5.2,6.4545455,21,"left","no","co"
1002,2.5555556,5,21,"right","no","cross"
1002,5.4000001,6.5999999,21,"left","yes","co"
1002,2.5,5.6666665,21,"right","yes","cross"
1006,5.6666667,5.1666665,20,"left","no","co"
1006,1.875,2,20,"right","no","cross"
1006,6,6,20,"left","yes","co"
1006,1.3333334,1,20,"right","yes","cross"
1008,1.5833335,1.9166666,19,"left","no","cross"
1008,6.4285712,4.2857141,19,"right","no","co"
1008,1.3333335,1.3333334,19,"left","yes","cross"
1008,6.75,4.25,19,"right","yes","co"
1009,4.5833333,5.4166665,18,"left","no","co"
1009,3,3,18,"right","no","cross"
1009,4.75,5.75,18,"left","yes","co"
1009,1.5,1.5,18,"right","yes","cross"
1010,3.3333335,4.25,19,"left","no","cross"
1010,5.5,4.5454545,19,"right","no","co"
1010,3,4.3333335,19,"left","yes","cross"
1010,6,4.5,19,"right","yes","co"
1011,5,4.3333335,21,"left","no","co"
1011,2.5,2.8333333,21,"right","no","cross"
1011,4.8333333,4.1666665,21,"left","yes","co"
1011,3.4000001,3.5999999,21,"right","yes","cross"
1012,5,3.25,19,"left","no","co"
1012,4.3636365,3.3636363,19,"right","no","co"
1012,5.4000001,3.4000001,19,"left","yes","co"
1012,2.5,2,19,"right","yes","cross"
1013,5.5454545,5.4545455,19,"left","no","co"
1013,2.375,3.625,19,"right","no","cross"
1013,5.5,5.6666665,19,"left","yes","co"
1013,2.25,4.25,19,"right","yes","cross"
1014,5.8333333,5.3333335,16,"left","no","co"
1014,3,2.5999999,16,"right","no","cross"
1014,5.6666667,5,16,"left","yes","co"
1014,3,2.75,16,"right","yes","cross"
1018,5.5454545,4.7272725,19,"left","no","co"
1018,1.5714285,2.75,19,"right","no","cross"
1018,6,4.3333335,19,"left","yes","co"
1018,1.4,2,19,"right","yes","cross"
1021,6,5.8333335,19,"left","no","co"
1021,1.6666666,3.5714285,19,"right","no","cross"
1021,5.6666667,5.8333335,19,"left","yes","co"
1021,1,2,19,"right","yes","cross"
1023,5.8333333,5.4285712,17,"left","no","co"
1023,2.8,2,17,"right","no","cross"
1023,6,6,17,"left","yes","co"
1023,3.4285715,2.4285715,17,"right","yes","cross"
1024,2.5,3.125,16,"left","no","cross"
1024,4.375,3.375,16,"right","no","co"
1024,2.4000001,3.4000001,16,"left","yes","cross"
1024,3.75,2.75,16,"right","yes","cross"
1025,3.4444447,3.9000001,21,"left","no","cross"
1025,4.4000001,4,21,"right","no","co"
1025,3.4000001,4,21,"left","yes","cross"
1025,4.75,4,21,"right","yes","co"
1026,6,5.3333335,18,"left","no","co"
1026,2.4444444,2.8888888,18,"right","no","cross"
1026,6.4,5.4000001,18,"left","yes","co"
1026,1.75,2.75,18,"right","yes","cross"
1027,5.3636363,5.3636365,18,"left","no","co"
1027,2.5714285,3.5714285,18,"right","no","cross"
1027,5.375,5.5,18,"left","yes","co"
1027,2.5,3.5,18,"right","yes","cross"
1029,3.375,3.875,24,"left","no","cross"
1029,4.625,3.8125,24,"right","no","co"
1029,3.1999998,3.8,24,"left","yes","cross"
1029,4.25,3.375,24,"right","yes","co"
1030,3.5,3.3571429,24,"left","no","cross"
1030,4.1999998,3.9000001,24,"right","no","co"
1030,2,2,24,"left","yes","cross"
1030,4.3333335,4.6666665,24,"right","yes","co"
1031,5.9000001,5.1999998,20,"left","no","co"
1031,3.3333333,3.5,20,"right","no","cross"
1031,5.8,5.1999998,20,"left","yes","co"
1031,2.8333333,2.8333333,20,"right","yes","cross"
1033,5.3333333,3.8333333,20,"left","no","co"
1033,3.375,3.125,20,"right","no","cross"
1033,5.4285715,4.1428571,20,"left","yes","co"
1033,3.6666667,3.3333333,20,"right","yes","cross"
1037,5.4000001,4.3333335,11,"left","no","co"
1037,3,3.2,11,"right","no","cross"
1037,5,4,11,"left","yes","co"
1037,2,3,11,"right","yes","cross"
1039,5.1666667,4.7142859,21,"left","no","co"
1039,2.1666667,2.8571429,21,"right","no","cross"
1039,3,6,21,"left","yes","cross"
1039,2,3.3333333,21,"right","yes","cross"
1040,4.9000001,4,24,"left","no","co"
1040,2.7857144,2.5,24,"right","no","cross"
1040,5,3.75,24,"left","yes","co"
1040,3.25,2.625,24,"right","yes","cross"
1041,5.7142856,5.5714288,20,"left","no","co"
1041,1.6153846,2.0769231,20,"right","no","cross"
1041,7,6,20,"left","yes","co"
1041,1.5,1.75,20,"right","yes","cross"
1042,4.9000001,4.0999999,20,"left","no","co"
1042,2.5,3.3,20,"right","no","cross"
1042,5.25,4.5,20,"left","yes","co"
1042,2.2,2.8,20,"right","yes","cross"
1043,2.75,3.8888888,19,"left","no","cross"
1043,4.1666665,3.2,19,"right","no","co"
1043,2.3333335,4,19,"left","yes","cross"
1043,3,3,19,"right","yes","cross"
1046,6,6,16,"left","no","co"
1046,1.6666666,2.3333333,16,"right","no","cross"
1046,6.25,5.5,16,"left","yes","co"
1046,1.75,2.75,16,"right","yes","cross"
1054,5,4.090909,21,"left","no","co"
1054,3,3.8,21,"right","no","cross"
1054,5.2,4.125,21,"left","yes","co"
1054,3,3.75,21,"right","yes","cross"
1057,5.8333333,5.1666665,25,"left","no","co"
1057,1.3846154,2.3846154,25,"right","no","cross"
1057,6.2857143,5,25,"left","yes","co"
1057,1.4,3.2,25,"right","yes","cross"
1058,4.3333333,3.8888888,18,"left","no","co"
1058,3.5,3.2222223,18,"right","no","cross"
1058,4.6666667,4.1666665,18,"left","yes","co"
1058,3,3.6666667,18,"right","yes","cross"
1062,3.6666665,4.0999999,23,"left","no","cross"
1062,4.5999999,4.0769229,23,"right","no","co"
1062,3.5999999,4.1428571,23,"left","yes","cross"
1062,4.75,4,23,"right","yes","co"
1063,4.75,3.4285715,14,"left","no","co"
1063,4.1666665,3.1428571,14,"right","no","co"
1063,5.5,3,14,"left","yes","co"
1063,4.5,2.5,14,"right","yes","co"
1067,5.6666667,4.75,21,"left","no","co"
1067,2.5555556,3.2222223,21,"right","no","cross"
1067,5.4000001,4.4000001,21,"left","yes","co"
1067,1.6666666,3,21,"right","yes","cross"
1068,5.3,4.5999999,18,"left","no","co"
1068,2.25,2.5,18,"right","no","cross"
1068,5,4.1428571,18,"left","yes","co"
1068,2.5,2.25,18,"right","yes","cross"
1073,5.3333333,3.6923077,21,"left","no","co"
1073,3.8,2.5,21,"right","no","cross"
1073,4.5,3.875,21,"left","yes","co"
1073,6,3.3333333,21,"right","yes","co"
1074,5,3.6666667,18,"left","no","co"
1074,3.0833333,2.4166667,18,"right","no","cross"
1074,5.6666667,3.3333333,18,"left","yes","co"
1074,3.125,2,18,"right","yes","cross"
1076,1,4.4444447,19,"left","no","cross"
1076,3.5,4.5999999,19,"right","no","cross"
1076,1,4.75,19,"left","yes","cross"
1076,3.5,4.25,19,"right","yes","cross"
1077,4.1666667,3.5714285,17,"left","no","co"
1077,3.5,2.5,17,"right","no","cross"
1077,3.6666665,3.5,17,"left","yes","cross"
1077,3,1.7142857,17,"right","yes","cross"
1078,5.6153846,3.6153846,24,"left","no","co"
1078,2.6363637,3,24,"right","no","cross"
1078,5,3.5,24,"left","yes","co"
1078,2.8,2.5999999,24,"right","yes","cross"
1079,4.5714285,4.1999998,18,"left","no","co"
1079,3.6666667,3.5,18,"right","no","cross"
1079,4.3333333,3.8571429,18,"left","yes","co"
1079,4.3333335,4,18,"right","yes","co"
1081,3,4.375,24,"left","no","cross"
1081,4.4000001,4.1875,24,"right","no","co"
1081,3,4.6666665,24,"left","yes","cross"
1081,5.3333335,4.3000002,24,"right","yes","co"
1082,5.8181818,5.4545455,18,"left","no","co"
1082,3.5714285,2.7142856,18,"right","no","cross"
1082,5.8,6,18,"left","yes","co"
1082,3.5,2,18,"right","yes","cross"
1084,3.5555553,4.7777777,16,"left","no","cross"
1084,4.1428571,4,16,"right","no","co"
1084,3.25,4.75,16,"left","yes","cross"
1084,3.6666667,4.3333335,16,"right","yes","cross"
1086,3.6363635,4.4285712,26,"left","no","cross"
1086,4.4444447,4.25,26,"right","no","co"
1086,3.5,4.2857141,26,"left","yes","cross"
1086,4.8000002,4.4285712,26,"right","yes","co"
1089,2.3000002,1.75,21,"left","no","cross"
1089,3.1666667,3,21,"right","no","cross"
1089,2,1.7777778,21,"left","yes","cross"
1089,2,3.2,21,"right","yes","cross"
1090,3.6999998,4.5,24,"left","no","cross"
1090,4.2142859,3.5714285,24,"right","no","co"
1090,3.8571429,4.5714288,24,"left","yes","cross"
1090,4.2857141,4.1428571,24,"right","yes","co"
1091,5.0714285,4.2857141,25,"left","no","co"
1091,3.7272727,4.090909,25,"right","no","cross"
1091,4.8571429,4,25,"left","yes","co"
1091,3,3.8333333,25,"right","yes","cross"
1092,5.0833333,3.4166667,22,"left","no","co"
1092,2.2,2.5999999,22,"right","no","cross"
1092,4.875,3.5,22,"left","yes","co"
1092,1.8333334,2.6666667,22,"right","yes","cross"
1094,4.5,4.5,18,"left","no","co"
1094,1.6,2.5,18,"right","no","cross"
1094,4.4000001,4.1999998,18,"left","yes","co"
1094,2,2,18,"right","yes","cross"
1096,6.2857143,6.2857141,14,"left","no","co"
1096,2.5714285,2.2857144,14,"right","no","cross"
1096,6.3333334,6.3333335,14,"left","yes","co"
1096,2.8,2.2,14,"right","yes","cross"
1097,2,5.2222223,22,"left","no","cross"
1097,4.1999998,4.3846154,22,"right","no","co"
1097,2,5,22,"left","yes","cross"
1097,4.3333335,4.5714288,22,"right","yes","co"
1099,3.5,4,14,"left","no","cross"
1099,5.5,4.1666665,14,"right","no","co"
1099,3.3333335,4,14,"left","yes","cross"
1099,6,3.6666667,14,"right","yes","co"
1101,5.5555556,6,24,"left","no","co"
1101,2.1333334,3.6666667,24,"right","no","cross"
1101,5.8,6,24,"left","yes","co"
1101,1.75,3.75,24,"right","yes","cross"
1103,4.3333333,4.5,22,"left","no","co"
1103,3.8571429,4.5,22,"right","no","cross"
1103,4.6666667,4.25,22,"left","yes","co"
1103,3.8,3.8,22,"right","yes","cross"
1104,3.4000001,3.4000001,20,"left","no","cross"
1104,4.9000001,3.5,20,"right","no","co"
1104,3.5,3.6666667,20,"left","yes","cross"
1104,5,3.25,20,"right","yes","co"
1105,5.1428571,5.6666665,17,"left","no","co"
1105,2.4000001,3.875,17,"right","no","cross"
1105,4.75,5.1999998,17,"left","yes","co"
1105,3.5,5.25,17,"right","yes","cross"
1106,5.4285715,4.7142859,18,"left","no","co"
1106,1.7272727,1.8181819,18,"right","no","cross"
1106,5.75,4,18,"left","yes","co"
1106,1.8571428,1.8571428,18,"right","yes","cross"
1110,5.1428571,5.1111112,25,"left","no","co"
1110,3.25,3.4375,25,"right","no","cross"
1110,5.5,4.8000002,25,"left","yes","co"
1110,3.5454545,3.2727273,25,"right","yes","cross"
1111,6,6.5,17,"left","no","co"
1111,3.1666667,6,17,"right","no","cross"
1111,5.75,6.1666665,17,"left","yes","co"
1111,3,6,17,"right","yes","cross"
1113,4.8461537,5.8461537,23,"left","no","co"
1113,2.0999999,2.9000001,23,"right","no","cross"
1113,5.2857144,6.2857141,23,"left","yes","co"
1113,1.8,2.2,23,"right","yes","cross"
1114,1.6363635,1.6363636,22,"left","no","cross"
1114,6.181818,5.7272725,22,"right","no","co"
1114,1.6666665,1.5,22,"left","yes","cross"
1114,6,4.8333335,22,"right","yes","co"
1116,4.625,4.75,19,"left","no","co"
1116,3.3333333,3.8181818,19,"right","no","cross"
1116,4.6666667,4.3333335,19,"left","yes","co"
1116,2.5,3.6666667,19,"right","yes","cross"
1121,4.4444444,4.5454545,19,"left","no","co"
1121,3.7142856,4.5,19,"right","no","cross"
1121,3.25,3.75,19,"left","yes","cross"
1121,3,4,19,"right","yes","cross"
1122,3,3.2,21,"left","no","cross"
1122,5.1111112,3,21,"right","no","co"
1122,2,1.75,21,"left","yes","cross"
1122,4.875,2.625,21,"right","yes","co"
1123,5.7142856,5.1428571,14,"left","no","co"
1123,2.5714285,2.5714285,14,"right","no","cross"
1123,5.3333333,4,14,"left","yes","co"
1123,3.25,3,14,"right","yes","cross"
1125,6.1,4.0999999,22,"left","no","co"
1125,2.6363637,2.6666667,22,"right","no","cross"
1125,6.6,3.4000001,22,"left","yes","co"
1125,1.6,2.3333333,22,"right","yes","cross"
1126,6.3333334,4.3333335,18,"left","no","co"
1126,1.8888888,1.7777778,18,"right","no","cross"
1126,6.6666666,3.3333333,18,"left","yes","co"
1126,1,2,18,"right","yes","cross"
1127,5.8333333,5.1666665,21,"left","no","co"
1127,2.3333333,2.8888888,21,"right","no","cross"
1127,6,5.4000001,21,"left","yes","co"
1127,2,3,21,"right","yes","cross"
1128,6.6,4.9000001,20,"left","no","co"
1128,2.2,1.3,20,"right","no","cross"
1128,6.5,5.25,20,"left","yes","co"
1128,2.5,1,20,"right","yes","cross"
1134,3.9230771,3.5384614,20,"left","no","cross"
1134,2.5999999,3,20,"right","no","cross"
1134,3.7142859,2.8571429,20,"left","yes","cross"
1134,3,3.6666667,20,"right","yes","cross"
1136,5.6666667,5.0999999,20,"left","no","co"
1136,2.625,3.3,20,"right","no","cross"
1136,5.8333333,4.8571429,20,"left","yes","co"
1136,1.25,2.2,20,"right","yes","cross"
1138,6.2222222,4.4444447,16,"left","no","co"
1138,1.2857143,1.4285715,16,"right","no","cross"
1138,6.3333334,3.3333333,16,"left","yes","co"
1138,1.5,1.75,16,"right","yes","cross"
1143,5.75,4.625,18,"left","no","co"
1143,2.2,3,18,"right","no","cross"
1143,6,3.6666667,18,"left","yes","co"
1143,2.4000001,3.4000001,18,"right","yes","cross"
1144,1.5,1.5,13,"left","no","cross"
1144,5.8000002,4.5999999,13,"right","no","co"
1144,1.1999998,1.2,13,"left","yes","cross"
1144,5.6666665,4,13,"right","yes","co"
1145,5.4705882,5.8235292,30,"left","no","co"
1145,2.3076923,3.3846154,30,"right","no","cross"
1145,5.4444444,5.5555553,30,"left","yes","co"
1145,2.8571429,3.4285715,30,"right","yes","cross"
1147,4.8666666,4.5882354,26,"left","no","co"
1147,2.6666667,3,26,"right","no","cross"
1147,5,4.5,26,"left","yes","co"
1147,2.8,3.5999999,26,"right","yes","cross"
1149,4.2307692,4.0769229,21,"left","no","co"
1149,3.6666667,2.875,21,"right","no","cross"
1149,4.3333333,3.8333333,21,"left","yes","co"
1149,2.5,2.75,21,"right","yes","cross"
1151,5.5714285,4.375,16,"left","no","co"
1151,2.75,3.625,16,"right","no","cross"
1151,5.5,2.6666667,16,"left","yes","co"
1151,2.5,3,16,"right","yes","cross"
1153,5.4000001,4.3333335,24,"left","no","co"
1153,3.5999999,4.5,24,"right","no","cross"
1153,5,4.5,24,"left","yes","co"
1153,3,4.6666665,24,"right","yes","cross"
1155,4.5714285,3.1428571,15,"left","no","co"
1155,2.375,1.875,15,"right","no","cross"
1155,4.75,4,15,"left","yes","co"
1155,1.3333334,1.3333334,15,"right","yes","cross"
1159,3.7777777,3.2,19,"left","no","cross"
1159,3.5555556,3.5555556,19,"right","no","cross"
1159,4.4285715,4,19,"left","yes","co"
1159,2.75,2.75,19,"right","yes","cross"
1160,5.8333333,5.3333335,20,"left","no","co"
1160,2.25,2.5,20,"right","no","cross"
1160,6.1666666,5.3333335,20,"left","yes","co"
1160,2,2.75,20,"right","yes","cross"
1164,4.9333334,4.75,23,"left","no","co"
1164,2.4285715,3.4285715,23,"right","no","cross"
1164,5,5.8571429,23,"left","yes","co"
1164,2.25,3.5,23,"right","yes","cross"
1170,5.0769231,4.7692308,25,"left","no","co"
1170,2,2.6666667,25,"right","no","cross"
1170,4.75,4.75,25,"left","yes","co"
1170,1.8333334,2.6666667,25,"right","yes","cross"
1171,5.9000001,5.818182,22,"left","no","co"
1171,2,3.2727273,22,"right","no","cross"
1171,5.5714285,5.4285712,22,"left","yes","co"
1171,2,3.75,22,"right","yes","cross"
1173,3.8571429,2.8888888,16,"left","no","cross"
1173,5.3333335,4.2857141,16,"right","no","co"
1173,4.3333333,2.5,16,"left","yes","co"
1173,6,3.3333333,16,"right","yes","co"
1176,5.6666667,4.6666665,16,"left","no","co"
1176,1.5714285,2.4285715,16,"right","no","cross"
1176,5.75,4.25,16,"left","yes","co"
1176,1.3333334,2,16,"right","yes","cross"
1178,5.375,4.75,18,"left","no","co"
1178,1.5,2.5,18,"right","no","cross"
1178,6,4.8000002,18,"left","yes","co"
1178,1.5714285,2.8571429,18,"right","yes","cross"
1179,3,4.5555553,17,"left","no","cross"
1179,5.5,4.125,17,"right","no","co"
1179,3,4.3333335,17,"left","yes","cross"
1179,6,4,17,"right","yes","co"
1182,4.9375,5.3125,29,"left","no","co"
1182,3.7272727,3.5384614,29,"right","no","cross"
1182,4.4000001,4.5999999,29,"left","yes","co"
1182,3.8,3.7,29,"right","yes","cross"
1184,5,4.4285712,16,"left","no","co"
1184,3.8888888,2.8888888,16,"right","no","cross"
1184,5.5,4.25,16,"left","yes","co"
1184,2.8,2.8,16,"right","yes","cross"
1185,4.3333333,3.6666667,13,"left","no","co"
1185,3.5714285,3.1428571,13,"right","no","cross"
1185,4.25,3.5,13,"left","yes","co"
1185,3.75,3.75,13,"right","yes","cross"
1187,3,4,17,"left","no","cross"
1187,4.5,4.1428571,17,"right","no","co"
1187,3,4,17,"left","yes","cross"
1187,4.5,4.3333335,17,"right","yes","co"
1194,5.5999999,5.5999999,15,"left","no","co"
